Id	ItemType	InternalName	IconName	Price	Pocket	SlotMaxNum	SortNum	PriceMegaShard	PriceColorfulScrew	CanNotHold	MachineWaza	MachineIndex	WorkRecvSleep	WorkRecvPoison	WorkRecvBurn	WorkRecvFreeze	WorkRecvParalyze	WorkRecvConfuse	WorkRecvMero	WorkAttack	WorkDefense	WorkSpAttack	WorkSpDefense	WorkSpeed	WorkAccuracy	WorkCritical	WorkEffectGuard	MintNature	WorkRecvPower	HealPercentage	WorkRevival	RevivePercentage	ExpPointGain	MaxUseLevel	WorkFriendly1	WorkFriendly2	WorkFriendly3	WorkEvolutional	WorkFormChange	WorkStatusHp	WorkStatusAtk	WorkStatusDef	WorkStatusSpd	WorkStatusSAtk	WorkStatusSDef	EquipPower	AutoHealPriority	CanUseInBattle	SwapIntoId
1	ITEMTYPE_4	MASUTAABOORU	item_0001	0	1	999	4	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
2	ITEMTYPE_4	HAIPAABOORU	item_0002	600	1	999	3	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
3	ITEMTYPE_4	SUUPAABOORU	item_0003	300	1	999	2	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
4	ITEMTYPE_4	MONSUTAABOORU	item_0004	100	1	999	1	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
5	ITEMTYPE_4	SAFARIBOORU	item_0005	0	1	999	24	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
6	ITEMTYPE_4	NETTOBOORU	item_0006	1000	1	999	7	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
7	ITEMTYPE_4	DAIBUBOORU	item_0007	1000	1	999	9	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
8	ITEMTYPE_4	NESUTOBOORU	item_0008	1000	1	999	8	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
9	ITEMTYPE_4	RIPIITOBOORU	item_0009	1000	1	999	13	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
10	ITEMTYPE_4	TAIMAABOORU	item_0010	1000	1	999	11	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
11	ITEMTYPE_4	GOOZYASUBOORU	item_0011	3000	1	999	14	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
12	ITEMTYPE_4	PUREMIABOORU	item_0012	200	1	999	5	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
13	ITEMTYPE_4	DAAKUBOORU	item_0013	1000	1	999	10	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
14	ITEMTYPE_4	HIIRUBOORU	item_0014	300	1	999	6	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
15	ITEMTYPE_4	KUIKKUBOORU	item_0015	1000	1	999	12	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
16	ITEMTYPE_4	PURESYASUBOORU	item_0016	0	1	999	26	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
17	ITEMTYPE_2	KIZUGUSURI	item_0017	150	0	999	1	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	20	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	20	1	True	0
18	ITEMTYPE_2	DOKUKESI	item_0018	100	0	999	12	0	0	False	WAZA_NULL	-1	False	True	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	8	True	0
19	ITEMTYPE_2	YAKEDONAOSI	item_0019	100	0	999	14	0	0	False	WAZA_NULL	-1	False	False	True	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	9	True	0
20	ITEMTYPE_2	KOORINAOSI	item_0020	100	0	999	15	0	0	False	WAZA_NULL	-1	False	False	False	True	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	10	True	0
21	ITEMTYPE_2	NEMUKEZAMASI	item_0021	100	0	999	16	0	0	False	WAZA_NULL	-1	True	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	11	True	0
22	ITEMTYPE_2	MAHINAOSI	item_0022	100	0	999	13	0	0	False	WAZA_NULL	-1	False	False	False	False	True	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	12	True	0
23	ITEMTYPE_2	KAIHUKUNOKUSURI	item_0023	1500	0	999	5	0	0	False	WAZA_NULL	-1	True	True	True	True	True	True	False	0	0	0	0	0	0	0	0	-1	0	100	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	255	0	True	0
24	ITEMTYPE_2	MANTANNOKUSURI	item_0024	1200	0	999	4	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	100	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	255	0	True	0
25	ITEMTYPE_2	SUGOIKIZUGUSURI	item_0025	600	0	999	3	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	120	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	120	7	True	0
26	ITEMTYPE_2	IIKIZUGUSURI	item_0026	400	0	999	2	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	60	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	60	4	True	0
27	ITEMTYPE_2	NANDEMONAOSI	item_0027	200	0	999	17	0	0	False	WAZA_NULL	-1	True	True	True	True	True	True	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	13	True	0
28	ITEMTYPE_2	GENKINOKAKERA	item_0028	800	0	999	6	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	50	0	0	0	0	0	False	False	0	0	0	0	0	0	0	14	True	0
29	ITEMTYPE_2	GENKINOKATAMARI	item_0029	2000	0	999	7	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	100	0	0	0	0	0	False	False	0	0	0	0	0	0	0	15	True	0
30	ITEMTYPE_2	OISIIMIZU	item_0030	200	0	999	8	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	30	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	30	2	True	0
31	ITEMTYPE_2	SAIKOSOODA	item_0031	300	0	999	9	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	50	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	50	3	True	0
32	ITEMTYPE_2	MIKKUSUORE	item_0032	400	0	999	10	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	70	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	70	5	True	0
33	ITEMTYPE_2	MOOMOOMIRUKU	item_0033	600	0	999	11	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	100	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	100	6	True	0
45	ITEMTYPE_2	MAKKUSUAPPU	item_0045	5000	2	999	7	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	4	2	0	False	False	10	0	0	0	0	0	0	0	False	0
46	ITEMTYPE_2	TAURIN	item_0046	5000	2	999	8	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	4	2	0	False	False	0	10	0	0	0	0	0	0	False	0
47	ITEMTYPE_2	BUROMUHEKISIN	item_0047	5000	2	999	9	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	4	2	0	False	False	0	0	10	0	0	0	0	0	False	0
48	ITEMTYPE_2	INDOMETASIN	item_0048	5000	2	999	12	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	4	2	0	False	False	0	0	0	10	0	0	0	0	False	0
49	ITEMTYPE_2	RIZOTIUMU	item_0049	5000	2	999	10	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	4	2	0	False	False	0	0	0	0	10	0	0	0	False	0
50	ITEMTYPE_2	HUSIGINAAME	item_0050	10000	2	999	1	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	100	4	2	0	False	False	0	0	0	0	0	0	0	0	False	0
52	ITEMTYPE_2	KITOSAN	item_0052	5000	2	999	11	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	4	2	0	False	False	0	0	0	0	0	10	0	0	False	0
80	ITEMTYPE_7	TAIYOUNOISI	item_0080	3000	2	999	40	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	True	False	0	0	0	0	0	0	0	0	False	0
81	ITEMTYPE_7	TUKINOISI	item_0081	3000	2	999	41	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	True	False	0	0	0	0	0	0	0	0	False	0
82	ITEMTYPE_7	HONOONOISI	item_0082	3000	2	999	42	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	True	False	0	0	0	0	0	0	0	0	False	0
83	ITEMTYPE_7	KAMINARINOISI	item_0083	3000	2	999	43	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	True	False	0	0	0	0	0	0	0	0	False	0
84	ITEMTYPE_7	MIZUNOISI	item_0084	3000	2	999	44	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	True	False	0	0	0	0	0	0	0	0	False	0
85	ITEMTYPE_7	RIIHUNOISI	item_0085	3000	2	999	45	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	True	False	0	0	0	0	0	0	0	0	False	0
86	ITEMTYPE_3	TIISANAKINOKO	item_0086	1000	3	999	3	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
88	ITEMTYPE_3	SINZYU	item_0088	4000	3	999	4	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
89	ITEMTYPE_3	OOKINASINZYU	item_0089	16000	3	999	5	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
92	ITEMTYPE_3	KINNOTAMA	item_0092	20000	3	999	1	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
103	ITEMTYPE_9	HIMITUNOKOHAKU	item_0103	30000	2	999	98	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	False	0
107	ITEMTYPE_7	HIKARINOISI	item_0107	3000	2	999	46	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	True	False	0	0	0	0	0	0	0	0	False	0
108	ITEMTYPE_7	YAMINOISI	item_0108	3000	2	999	47	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	True	False	0	0	0	0	0	0	0	0	False	0
109	ITEMTYPE_7	MEZAMEISI	item_0109	3000	2	999	48	0	0	False	WAZA_NULL	-1	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	True	False	0	0	0	0	0	0	0	0	False	0
149	ITEMTYPE_1	KURABONOMI	item_0149	80	5	999	1	0	0	False	WAZA_NULL	-1	False	False	False	False	True	False	False	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	True	0
